FID_1,ProjectNo,Dist,AddMPOName,IDENTIFIER,IDENTIFI_1,DESC_,PROJTYPE,ESTIMPRVAS,ROUTEORDER,TYCOUNTYDI,Routeuniqu,BEGINNINGM,ENDINGMILE,TYROUTENAM,EEC_Intersection,ProjectN_1
86,109,2,Green River ADD,IP20060112,,Address the safety concerns of KY-69 from Sunnydale Road to KY-54 at Fordsville.,Reconstruction,Other Improvement Types,1,Ohio,092-KY-0069  -000,22,31.623,Existing,-2.381230363,109
141,110,2,Green River ADD,IP20060117,,Address safety concerns on US 60 from KY 492 to the US 60 Bypass outside Morganfield.,Major Widening,2 Lane to 4 Lane Divided - Rural,1,Union,113-US-0060  -000,13.29,15.401,Existing,19.7510891,110
260,111,2,Green River ADD,IP20060125,2-228,RECONSTRUCT BETWEEN KY 120 AND RR BRIDGE AT SLAUGHTERS TO ALLEVIATE FLOODING. (12CCR)(18CCN),RECONSTRUCTION(O),Maintenance Improvement,1,Webster,117-KY-0138  -000,10.439,10.716,Existing,0.045804594,111
313,112,2,Green River ADD,IP20060126,,Address safety concern of KY 283 and KY 1191 intersection.,Reconstruction,Improve Intersection,1,Webster,117-KY-0283  -000,2.489,2.589,Existing,-0.000939927,112
110,113,2,Pennyrile ADD,IP20070010,,I69- RECONSTRUCT INTERCHANGE AT KY 91 IN PRINCETON,Reconstruction,Improve Intersection,1,Caldwell,017-I-0069  -000,79.519,79.949,Existing,0,0
243,114,2,Clarksville-Oak Grove MPO,IP20070011,,Improve Safety and reduce congestion on I 24 from US 41A to Kentucky/Tennessee state line.,Major Widening,Add Lane to Full Control Facility,1,Christian,024-I-0024  -000,85.563,93.373,Existing,0,0
26,115,2,Clarksville-Oak Grove MPO,IP20070034,Feb-54,IMPROVE AND WIDEN KY 115 FROM I-24 (MP 2.901) TO ANDERSON ROAD (MP 6.87).(16CCN),SAFETY(P),Modernize Roadway-Rural,1,Christian,024-KY-0115  -000,2.901,6.87,Existing,3.319869716,115
147,116,2,Pennyrile ADD,IP20070035,Feb-53,IMPROVE AND WIDEN KY 115 FROM ANDERSON ROAD (MP 6.87) TO JUST SOUTH OF PEMBROKE (MP 9.625)(16CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Christian,024-KY-0115  -000,6.87,9.635,Existing,2.283447152,116
381,117,2,Clarksville-Oak Grove MPO,IP20070037,,Address safety and congestion issues from  KY 911 to   I24.,Major Widening,Modernize Roadway-Rural,1,Christian,024-KY-0115  -000,1.261,2.663,Existing,6.8769154,117
128,118,2,Clarksville-Oak Grove MPO,IP20070038,,Address safety issues by installing interchange lighting.,Lighting,Innovative Interchange,1,Christian,024-I -0024  -000,88.459,89.113,Existing,0.485356115,118
60,119,2,Clarksville-Oak Grove MPO,IP20070038,,Address safety issues by installing interchange lighting.,Lighting,Innovative Interchange,2,Christian,024-KY-0115  -000,2.76,3.009,Existing,2.203026227,119
413,120,2,Clarksville-Oak Grove MPO,IP20070039,,Improve access and reduce congestion from US 41A to KY 115 by construction a new route from Gate 4/US 41A to KY 115.      This project was formerly PIF  024 C000010.0,New Route,Other Improvement Types,1,Christian,024-PF-9999  -000,0,0,Proposed,0,0
199,121,2,Clarksville-Oak Grove MPO,IP20070039,,Improve access and reduce congestion from US 41A to KY 115 by construction a new route from Gate 4/US 41A to KY 115.      This project was formerly PIF  024 C000010.0,New Route,Other Improvement Types,2,Christian,024-KY-0911  -000,0,1.844,Impacted,-37.34529114,121
43,122,2,Pennyrile ADD,IP20070079,,RECONSTRUCTION VETERANS DIVE (KY 260) FROM BAKER RD TO FATE LUTZ RD IN HANSON from MP 2.1 to MP 2.6.,Reconstruction,Modernize Roadway-Rural,1,Hopkins,054-KY-0260  -000,2.108,2.635,Existing,-0.978315482,122
339,123,2,Green River ADD,IP20070082,,Address condition and service issues of KY-56 from Webster Co Line to KY-136 at Beech Grove.,Major Widening,Modernize Roadway-Rural,1,McLean,075-KY-0056  -000,0,5.516,Existing,1.670086425,123
399,124,2,Green River ADD,IP20070083,,Address condition and service issues of KY-56 from KY-136 at Beech Grove to the Daviess C/L.,Major Widening,Other Improvement Types,1,McLean,075-KY-0056  -000,5.516,9.363,Existing,2.924607568,124
98,125,2,Green River ADD,IP20070086,,Address the service concerns of KY-85 from KY 1412 to the Green River Bridge in McLean County.,Minor Widening,Other Improvement Types,1,McLean,075-KY-0085  -000,10.1,12.169,Existing,1.457980615,125
216,126,2,Pennyrile ADD,IP20070096,,WESTERN KENTUCKY PKY - RECONSTRUCT INTERCHANGE AT US 431 AT CENTRAL CITY,Reconstruction,Innovative Interchange,1,Muhlenberg,089-WK-9001  -000,57.947,58.047,Existing,1.400779711,126
299,127,2,Green River ADD,IP20070099,,Address safety concerns at the intersection of US 62 and Miller Road.,Safety-Haz-Elm,Improve Intersection,1,Ohio,092-US-0062  -000,7.312,7.413,Existing,0.364907166,127
20,128,2,Green River ADD,IP20070108,,Address safety and service concerns of US-60 from the KY-950 to KY-492.,Major Widening,2 Lane to 4 Lane Divided - Rural,1,Union,113-US-0060  -000,10.52,13.29,Existing,3.064041644,128
193,129,2,Green River ADD,IP20070110,,"Address the service, safety and condition of KY 56 from Morganfield to KY 141.",Safety-Haz-Elm,Modernize Roadway-Rural,1,Union,113-KY-0056  -000,13.1,19.662,Existing,-12.33810656,129
361,130,2,Green River ADD,IP20070113,,Address safety and service concerns of KY 109 from KY 130 to KY 56 at The Rocks.,Reconstruction,Modernize Roadway-Rural,1,Union,113-KY-0109  -000,9.079,13.692,Existing,0.942726954,130
37,131,2,Green River ADD,IP20070123,,Address service and safety concern of the intersection of KY 132 and KY 270. This is a break out of project 02 117 D0132 88.10,Safety-Haz-Elm,Improve Intersection,1,Webster,117-KY-0132  -000,8.778,8.878,Existing,-0.189176062,131
244,132,2,Green River ADD,IP20070127,,Address service concerns of KY 630 from KY 132 in Dixon to the Hopkins County Line,Reconstruction,Other Improvement Types,1,Webster,117-KY-0630  -000,0,0.965,Existing,1.003314785,132
105,133,2,Green River ADD,IP20070127,,Address service concerns of KY 630 from KY 132 in Dixon to the Hopkins County Line,Reconstruction,Other Improvement Types,2,Webster,117-KY-0630  -000,0.965,6,Existing,-0.536144517,133
170,134,2,Green River ADD,IP20070127,,Address service concerns of KY 630 from KY 132 in Dixon to the Hopkins County Line,Reconstruction,Other Improvement Types,3,Webster,117-KY-0120  -000,14.765,15.098,Existing,0.358694569,134
357,135,2,Owensboro MPO,IP20070249,,"Grimes Ave - Construct new connector, 2 12-foot lanes, C/G, to access KY 603 and the US 60 Extension. Project begins at current terminus of Grimes Ave and ends at KY 603.",New Route,Construct Road in New Location,1,Daviess,030-CS-1027  -000,0.537,0.547,Existing,0,135
69,136,2,Owensboro MPO,IP20080062,,Old Hartford Rd - Address poor pavement conditions and congestion due to increased volumes and turn movements. Project begins at Burlew Blvd (KY 1432) and ends at Breckenridge St (KY 2155 NB).,Major Widening,Modernize Roadway-Rural,1,Daviess,030-KY-0298  -000,8.986,9.927,Existing,-19.80933189,136
178,137,2,Owensboro MPO,IP20080063,,Old Hartford Rd - Widen to improve traffic flow and safety. Project begins at  Harriet Ln (CR 1120H) and ends at Burlew Blvd (KY 1432).,Major Widening,Modernize Roadway-Rural,1,Daviess,030-KY-0298  -000,7.042,8.986,Existing,-36.62666652,137
238,138,2,Owensboro MPO,IP20080064,2-229,RECONSTRUCT INTERSECTION AT FAIRVIEW DRIVE (KY 3143) AND KY 298. (12CCR) (16CCR)(18CCN),SAFETY(P),Improve Intersection,1,Daviess,030-KY-0298  -000,7.7,7.8,Existing,-10.63119133,138
278,139,2,Owensboro MPO,IP20080068,,"Southeastern Pkwy - Reconstruct to address safety, widen the road, add curb/gutter, install sidewalks, realign the curves, and install turn lanes where needed. Project begins at New Hartford Rd (US 231) and ends at Old Hartford Rd (KY 298).",Minor Widening,Modernize Roadway-Rural,1,Daviess,030-KY-2117  -000,0,0.61,Existing,-2.247659989,139
376,140,2,Owensboro MPO,IP20080075,,18th Street - Reconstruct to allow for center turn lanes where needed. Project begins at JR Miller Blvd (CS 1262) and ends at Breckenridge St (KY 2155 NB).,Reconstruction,Install Two-way Left Turn Lane,1,Daviess,030-CS-1770  -000,0.864,1.387,Existing,-42.41375249,140
290,141,2,Owensboro MPO,IP20080076,,18th Street (CS 1770) - Reconstruct to allow for center turn lanes where needed. Project begins at Breckenridge St (KY 2155 NB) and ends at Leitchfield Rd (CS 1033).,Reconstruction,Install Two-way Left Turn Lane,1,Daviess,030-CS-1770  -000,0.159,0.864,Existing,-21.60335816,141
189,142,2,Evansville-Henderson MPO,IP20080084,,Improve safety by addressing sight distance issues at the intersection of US60 with KY 1078.,Safety-Haz-Elm,Improve Intersection,1,Henderson,051-US-0060  -000,15.964,16.164,Existing,2.648980849,142
409,143,2,Pennyrile ADD,IP20080100,,Remove the median on US 41 (South Main Street) from MP 13.646 to MP 15.521,Reconstruction,Other Improvement Types,1,Hopkins,054-US-0041  -000,13.646,15.521,Existing,-6.236834599,143
55,144,2,Pennyrile ADD,IP20080101,1-Feb,US-62; THREE LANES FROM BOARD OF EDUCATION TO CITY PARK IN DAWSON SPRINGS. (08CCN)(10CCR)(12CCR)(16CCN),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Hopkins,054-US-0062  -000,0.829,1.35,Existing,7.623591495,144
308,145,2,Pennyrile ADD,IP20080103,,Improve congestion at the intersection of KY 70 and KY 254.,Major Widening,Other Improvement Types,1,Hopkins,054-KY-0070  -000,19.78,20,Existing,-15.66400669,145
158,146,2,Pennyrile ADD,IP20080104,2-384,IMPROVE KY-281 FROM ISLAND PARK DRIVE TO CARRIAGE LANE (KY-2281).,MAJOR WIDENING(O),Modernize Roadway-Rural,1,Hopkins,054-KY-0281  -000,0.996,1.759,Existing,-8.931914741,146
17,147,2,Green River ADD,IP20080113,,Address left turn lane issues on US-231 at Cromwell Road.,Safety-Haz-Elm,Install Two-way Left Turn Lane,1,Ohio,092-US-0231  -000,3.039,3.189,Existing,1.963066216,147
8,148,2,Green River ADD,IP20080115,,Improve turning radius of the KY 54 and KY 69 N intersection.,Safety-Haz-Elm,Improve Intersection,1,Ohio,092-KY-0054  -000,6.018,6.118,Existing,-0.517615484,148
325,149,2,Green River ADD,IP20080117,,Address service and safety concern of KY-56 from US-41A in Poole to KY 283.,Minor Widening,Other Improvement Types,1,Webster,117-KY-0056  -000,5.332,9.241,Existing,1.486365364,149
72,150,2,Green River ADD,IP20080120,,Address safety and service concerns of the KY 120 and KY 630 intersection. This is a breakout of Project 02 117 D0120 3.00,Reconstruction,Improve Intersection,1,Webster,117-KY-0120  -000,14.765,14.865,Existing,-0.644620216,150
389,151,2,Green River ADD,IP20080121,,Address safety and service concern of KY 132 from KY 1340 to KY 857.,Reconstruction,Modernize Roadway-Rural,1,Webster,117-KY-0132  -000,10.101,12.379,Existing,2.502253643,151
38,152,2,Green River ADD,IP20080122,,Address safety and service concerns of KY 132 from KY 857 to US 41A.,Reconstruction,Modernize Roadway-Rural,1,Webster,117-KY-0132  -000,12.379,16.452,Existing,-3.330509032,152
123,153,2,Owensboro MPO,IP20080734,,East 9th Street - Reconstruct road away from the railroad tracks and provide a clear zone for vehicles traveling along the  road. Project begins at Breckenridge St (KY 2155 NB) and ends at Leitchfield Road (CS 1033).,Reconstruction,Modernize Roadway-Rural,1,Daviess,030-CS-1790  -000,0.638,0.911,Existing,-13.93297398,153
136,154,2,Green River ADD,IP20100011,,Address safety concerns of KY 2181 from KY 144 to US 60 at Hawesville.,Reconstruction,Modernize Roadway-Rural,1,Hancock,046-KY-2181  -000,0,11.932,Existing,-4.305425032,154
226,155,2,Pennyrile ADD,IP20100038,2-381,CONSTRUCT NEW CONNECTOR FROM US 41 NEAR THE INDUSTRIAL PARK TO KY 115 SOUTH OF PEMBROKE. (16CCR)(18CCN),NEW ROUTE(O),Improve Railroad Crossing,1,Christian,024-US-0041  -000,2.787,4.396,Existing,-10.28212762,155
22,156,2,Pennyrile ADD,IP20100043,,Upgrade the Edward T. Breathitt PKY to accommodate I-69.,Reconstruction,Other Improvement Types,1,Hopkins,054-EB-9004  -000,28.095,34.256,Existing,-0.000175824,156
394,157,2,Owensboro MPO,IP20110168,,Look at access Management and make intersection improvements along this section,Reconstruction,Access Consolidation,1,Daviess,030-KY-2831  -000,0,1.641,Existing,-104.6741651,157
118,158,2,Green River ADD,IP20120014,,Address safety concerns of intersection of KY 140 and KY 815 in McLean County.,Safety-Haz-Elm,Improve Intersection,1,McLean,075-KY-0140  -000,7.239,7.259,Existing,0.327829016,0
345,159,2,Green River ADD,IP20140039,,"Address safety concerns of narrow bridges, box culverts and lack of shoulders on KY 492 from US 60 to KY 109.",Safety-Haz-Elm,Other Improvement Types,1,Union,113-KY-0492  -000,2.482,5.154,Existing,0.140515105,159
212,160,2,Green River ADD,IP20140039,,"Address safety concerns of narrow bridges, box culverts and lack of shoulders on KY 492 from US 60 to KY 109.",Safety-Haz-Elm,Other Improvement Types,2,Union,113-KY-0492  -000,5.154,10.537,Existing,1.006541162,160
291,161,2,Green River ADD,IP20140039,,"Address safety concerns of narrow bridges, box culverts and lack of shoulders on KY 492 from US 60 to KY 109.",Safety-Haz-Elm,Other Improvement Types,3,Union,113-KY-0270  -000,1.995,2.324,Existing,-0.058223738,161
271,162,2,Green River ADD,IP20150141,Feb-52,CORRECT LINE OF SIGHT WITH INTERSECTION OF KY 56 & KY 1233. (14CCN)(18CCN),RECONSTRUCTION(O),Improve Intersection,1,McLean,075-KY-0056  -000,6,6.33,Existing,0.155480406,162
82,163,2,Pennyrile ADD,IP20150177,Feb-34,WIDEN KY-70 (PRINCETON ROAD) FROM US-41 WESTERLY TO SEMINARY STREET. (10CCN),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Hopkins,054-KY-0070  -000,18.412,18.653,Existing,3.505015339,163
305,164,2,Pennyrile ADD,IP20150190,3-Feb,IMPROVE KY-107 FROM GATEWAY LANE TO KY-380.(12CCN)(14CCR),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Christian,024-KY-0107  -000,16.823,17.169,Existing,11.91872557,164
234,165,2,Pennyrile ADD,IP20150211,5-Feb,IMPROVE NORTH MAIN STREET FROM HOSPITAL DRIVE TO KY-281. (06CCN)(12CCR)(18CCR),MAJOR WIDENING(O),Modernize Roadway-Rural,1,Hopkins,054-US-0041  -000,16.989,17.548,Existing,26.30467715,165
270,166,2,Green River ADD,IP20150230,Feb-00,SPOT IMPROVEMENTS AT THE INTERSECTION OF US-431 AND KY-250. (08CCN)(12CCR)(18CCN),SPOT IMPROVEMENTS(O),Improve Intersection,1,McLean,075-US-0431  -000,9.8,9.9,Existing,4.583761528,166
221,167,2,Green River ADD,IP20150231,5-Feb,"ADDRESS LEFT TURN LANE ISSUES ON US-231 AT SOUTHERN ELEMENTARY SCHOOL, MP 5.15 TO 5.25.
(12CCN)",SAFETY(P),Modernize Roadway-Rural,1,Ohio,092-US-0231  -000,5.15,5.25,Existing,0,167
169,168,2,Pennyrile ADD,IP20150263,2-Feb,WIDEN KY-181 BY FOUR FEET ON EACH SIDE FROM INTERSECTION 601 TO WENDELL FORD CENTER. (14CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Muhlenberg,089-KY-0181  -000,12.767,15.751,Existing,6.705120525,168
287,169,2,Owensboro MPO,IP20150271,Feb-54,IMPROVE KY-3143 FROM KY-3335 TO KY 54. (14CCN),MINOR WIDENING(O),Install Two-way Left Turn Lane,1,Daviess,030-KY-3143  -000,1.829,2.958,Existing,35.65854836,169
321,170,2,Owensboro MPO,IP20150313,1-Feb,ADDRESS SUBSTANDARD ROADWAY GEOMETRICS AND SAFETY CONCERNS ON KY 1456 FROM KY 54 TO HAYDEN ROAD. MP 2.778 TO 4.714 (SEE 2-8709.00)(14CCN)(16CCR),SAFETY(P),Modernize Roadway-Rural,1,Daviess,030-KY-1456  -000,2.778,4.714,Existing,-27.82520716,170
211,171,2,Pennyrile ADD,IP20150320,3-Feb,"STRAIGHTEN DEAN ROAD INTERSECTION OF 189 BYPASS TO KY 181 NORTH NEAR THE INTERSECTION WITH THE WKY PARKWAY, WENDELL FORD NATIONAL GUARD CENTER, AND JOB CORP. (14CCN)(18CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,Muhlenberg,089-KY-2533  -000,0,2.023,Existing,-9.878845269,171
104,172,2,Green River ADD,IP20150371,12-Feb,"REPLACE, IMPROVE ALIGNMENTS AND APPROACHES, AND ADDRESS SAFETY ISSUES WITH BRIDGES ON KY-136 FROM KY-56 IN MCLEAN COUNTY TO   US-231  IN OHIO COUNTY. (14CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,1,McLean,075-KY-0136  -000,0,19.334,Existing,4.965396614,172
386,173,2,Green River ADD,IP20150371,12-Feb,"REPLACE, IMPROVE ALIGNMENTS AND APPROACHES, AND ADDRESS SAFETY ISSUES WITH BRIDGES ON KY-136 FROM KY-56 IN MCLEAN COUNTY TO   US-231  IN OHIO COUNTY. (14CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,2,McLean,075-US-0431  -000,5.949,6.073,Existing,-2.5346438,173
16,174,2,Green River ADD,IP20150371,12-Feb,"REPLACE, IMPROVE ALIGNMENTS AND APPROACHES, AND ADDRESS SAFETY ISSUES WITH BRIDGES ON KY-136 FROM KY-56 IN MCLEAN COUNTY TO   US-231  IN OHIO COUNTY. (14CCN)",RECONSTRUCTION(O),Modernize Roadway-Rural,3,McLean,075-KY-0136  -000,19.334,22.618,Existing,0.496851439,174
65,175,2,Green River ADD,IP20150383,2-310.21,"ADDRESS SAFETY, CONDITION AND SERVICE CONCERN FROM KY 109 TO WEST OF KY 360 TO ESTABLISH TRUCK NETWORK CONNECTION TO SHAWNEETOWN BRIDGE.(14CCR) (SAME AS ITEM NO. 2-310.20 IN 2014 SYP)",MINOR WIDENING(O),Modernize Roadway-Rural,1,Union,113-KY-0056  -000,2.723,7.182,Existing,-1.391457602,175
134,176,2,Green River ADD,IP20150399,,Widen/reconstruct KY from Centertown to Hartford. (14CCN),Minor Widening,Modernize Roadway-Rural,1,Ohio,092-KY-0069  -000,7.556,13.317,Existing,-0.81089704,176
367,177,2,Green River ADD,IP20160021,2-197,IMPROVE CONNECTION BETWEEN US-60 AND CANNELTON BRIDGE APPROACH AT HAWESVILLE. (06CCR) (08CCR) (10CCR)(12CCR),RELOCATION(O),Construct Road in New Location,1,Hancock,046-KY-0069  -000,13.08,13.568,Existing,-7.409297587,177
4,178,2,Green River ADD,IP20160024,Feb-51,IMPROVE SAFETY ON KY 54 BY UPGRADING MP 7.0 TO MP 8.0 TO THREE LANES INCLUDING CURB AND GUTTER AND ADDRESSING TWO SHARP TURNS. (16CCN)(18CCN),MINOR WIDENING(O),Modernize Roadway-Rural,1,Ohio,092-KY-0054  -000,7.047,7.995,Existing,-0.731458042,178
356,179,2,Green River ADD,IP20160029,Feb-55,IMPROVE ROADWAY TO REDUCE FLOODING ON US-60 FROM EAST OF HOUSE BRIDGE ROAD (CR-1027) TO UNION/HENDERSON COUNTY LINE. (16CCN),RECONSTRUCTION(O),Modernize Roadway-Rural,1,Union,113-US-0060  -000,23.8,25.2,Existing,-0.018619082,179
122,180,2,Pennyrile ADD,IP20160214,2-898,RECONSTRUCT THE BREATHITT PARKWAY INTERCHANGE AT KY 1682 NORTH OF HOPKINSVILLE. (BREATHITT PARKWAY/FUTURE INTERSTATE SPUR PROJECT) (16CCR)(18CCN),RECONSTRUCTION(O),Innovative Interchange,1,Christian,024-EB-9004  -000,11.39,11.99,Existing,-1.848221755,180
